Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,player_href
AJ Griffin,2023,2023,F,6-6,222,"August 25, 2003",Duke,https://www.basketball-reference.com/players/g/griffaj01.html
Blake Griffin,2011,2023,F-C,6-9,250,"March 16, 1989",Oklahoma,https://www.basketball-reference.com/players/g/griffbl01.html
Eddie Griffin,2002,2007,F-C,6-10,220,"May 30, 1982",Seton Hall,https://www.basketball-reference.com/players/g/griffed01.html
Greg Griffin,1978,1978,F,6-7,190,"September 6, 1952",Idaho State University,https://www.basketball-reference.com/players/g/griffgr01.html
Paul Griffin,1977,1983,F-C,6-9,205,"January 20, 1954",Western Michigan,https://www.basketball-reference.com/players/g/griffpa01.html
Taylor Griffin,2010,2010,F,6-7,238,"April 18, 1986",Oklahoma,https://www.basketball-reference.com/players/g/griffta01.html
Darrell Griffith,1981,1991,G,6-4,190,"June 16, 1958",Louisville,https://www.basketball-reference.com/players/g/griffda01.html
Chuck Grigsby,1955,1955,G,6-5,190,"August 15, 1928",Dayton,https://www.basketball-reference.com/players/g/grigsch01.html
Quentin Grimes,2022,2023,G,6-5,205,"May 8, 2000","Kansas, Houston",https://www.basketball-reference.com/players/g/grimequ01.html
Derek Grimm,1998,1998,F,6-9,230,"August 3, 1974",Missouri,https://www.basketball-reference.com/players/g/grimmde01.html
Woody Grimshaw,1947,1947,G,6-1,185,"September 24, 1919",Brown University,https://www.basketball-reference.com/players/g/grimswo01.html
Dick Groat,1953,1953,G,5-11,180,"November 4, 1930",Duke,https://www.basketball-reference.com/players/g/groatdi01.html
Bob Gross,1976,1983,F-G,6-6,200,"August 3, 1953","Seattle University, Cal State Long Beach",https://www.basketball-reference.com/players/g/grossbo01.html
Mike Grosso,1972,1972,C,6-9,230,"September 7, 1947",Louisville,https://www.basketball-reference.com/players/g/grossmi01.html
Jerry Grote,1965,1965,G,6-4,215,"December 28, 1940",Loyola Marymount,https://www.basketball-reference.com/players/g/groteje01.html
Alex Groza,1950,1951,C,6-7,218,"October 7, 1926",Kentucky,https://www.basketball-reference.com/players/g/grozaal01.html
Dick Grubar,1970,1970,G,6-4,184,"July 26, 1947",UNC,https://www.basketball-reference.com/players/g/grubadi01.html
Anthony Grundy,2006,2006,G,6-3,180,"April 15, 1979",NC State,https://www.basketball-reference.com/players/g/grundan01.html
Ernie Grunfeld,1978,1986,G-F,6-6,210,"April 24, 1955",Tennessee,https://www.basketball-reference.com/players/g/grunfer01.html
Gene Guarilia,1960,1963,F,6-5,220,"September 13, 1937",George Washington,https://www.basketball-reference.com/players/g/guarige01.html
Pétur Guðmundsson,1982,1989,C,7-2,260,"October 30, 1958",Washington,https://www.basketball-reference.com/players/g/gudmupe01.html
Marko Guduric,2020,2020,G,6-6,201,"March 8, 1995",,https://www.basketball-reference.com/players/g/gudurma01.html
Richie Guerin*,1957,1970,G,6-4,195,"May 29, 1932",Iona College,https://www.basketball-reference.com/players/g/gueriri01.html
Tom Gugliotta,1993,2005,F,6-10,240,"December 19, 1969",NC State,https://www.basketball-reference.com/players/g/guglito01.html
Andrés Guibert,1994,1995,F-C,6-10,225,"October 28, 1968",,https://www.basketball-reference.com/players/g/guibean01.html
Jay Guidinger,1993,1994,C,6-10,255,"August 18, 1969",University of Minnesota Duluth,https://www.basketball-reference.com/players/g/guidija01.html
Coulby Gunther,1947,1949,F,6-4,190,"February 5, 1923",Boston College,https://www.basketball-reference.com/players/g/gunthco01.html
Dave Gunther,1963,1963,F,6-7,190,"July 22, 1937",Iowa,https://www.basketball-reference.com/players/g/gunthda01.html
Al Guokas,1950,1950,F-G,6-5,200,"August 7, 1925",Saint Joseph's,https://www.basketball-reference.com/players/g/guokaal01.html
Matt Guokas,1947,1947,F,6-3,195,"November 11, 1915",Saint Joseph's,https://www.basketball-reference.com/players/g/guokama01.html
Matt Guokas,1967,1976,G-F,6-5,175,"February 25, 1944",Saint Joseph's,https://www.basketball-reference.com/players/g/guokama02.html
Jorge Gutiérrez,2014,2016,G,6-3,191,"December 27, 1988",California,https://www.basketball-reference.com/players/g/gutiejo01.html
Kyle Guy,2020,2022,G,6-1,167,"August 11, 1997",Virginia,https://www.basketball-reference.com/players/g/guyky01.html
A.J. Guyton,2001,2003,G,6-1,180,"February 12, 1978",Indiana,https://www.basketball-reference.com/players/g/guytoaj01.html
